,X,CH1,CH2,CH3
376,2.6604e-05,-0.004,31.8,43.8
377,2.6608e-05,-0.004,31.8,43.76
378,2.6612000000000002e-05,-0.004,31.8,43.76
379,2.6616e-05,-0.004,31.8,43.76
380,2.662e-05,-0.004,31.8,43.72
381,2.6624e-05,-0.004,31.8,43.72
382,2.6628e-05,-0.004,31.8,43.67999999999999
383,2.6632000000000002e-05,-0.004,31.8,43.64
384,2.6636e-05,-0.004,31.8,43.64
385,2.664e-05,-0.004,31.8,43.6
386,2.6644e-05,-0.004,31.8,43.559999999999995
387,2.6648e-05,-0.004,31.8,43.6
388,2.6652e-05,-0.004,31.8,43.559999999999995
389,2.6656e-05,-0.004,31.8,43.519999999999996
390,2.666e-05,-0.004,31.8,43.519999999999996
391,2.6664e-05,-0.004,31.8,43.48
392,2.6668e-05,-0.004,31.8,43.519999999999996
393,2.6672e-05,-0.004,31.8,43.519999999999996
394,2.6676e-05,-0.004,31.8,43.480000000000004
395,2.6680000000000002e-05,-0.004,31.8,43.519999999999996
396,2.6684e-05,-0.004,31.8,43.519999999999996
397,2.6688e-05,-0.004,31.8,43.519999999999996
398,2.6692e-05,-0.004,31.8,43.519999999999996
399,2.6696e-05,-0.004,31.8,43.519999999999996
400,2.6700000000000002e-05,-0.004,31.8,43.519999999999996
401,2.6704e-05,-0.004,31.8,43.519999999999996
402,2.6708e-05,-0.004,31.8,43.480000000000004
403,2.6712e-05,-0.004,31.8,43.48
404,2.6716e-05,-0.004,31.8,43.48
405,2.672e-05,-0.004,31.8,43.44
406,2.6724e-05,-0.004,31.8,43.44
407,2.6728e-05,-0.004,31.8,43.4
408,2.6732e-05,-0.004,31.8,43.4
409,2.6736e-05,-0.004,31.8,43.4
410,2.674e-05,-0.004,31.8,43.4
411,2.6744e-05,-0.004,31.8,43.4
412,2.6748000000000002e-05,-0.004,31.8,43.4
413,2.6752e-05,-0.004,31.8,43.4
414,2.6756e-05,-0.004,31.8,43.4
415,2.676e-05,-0.004,31.8,43.4
416,2.6764e-05,-0.004,31.8,43.4
417,2.6768000000000002e-05,-0.004,31.8,43.4
418,2.6772e-05,-0.004,31.8,43.4
419,2.6776e-05,-0.004,31.8,43.4
420,2.678e-05,-0.004,31.8,43.4
421,2.6784e-05,-0.004,31.8,43.4
422,2.6788000000000002e-05,-0.004,31.8,43.4
423,2.6792e-05,-0.004,31.8,43.4
424,2.6796e-05,-0.004,31.8,43.4
425,2.68e-05,-0.004,31.8,43.4
426,2.6804e-05,-0.004,31.8,43.4
427,2.6808e-05,-0.004,31.8,43.4
428,2.6812e-05,-0.004,31.8,43.4
429,2.6816000000000002e-05,-0.004,31.8,43.4
430,2.682e-05,-0.004,31.8,43.4
431,2.6824e-05,-0.004,31.8,43.4
432,2.6828e-05,-0.004,31.8,43.4
433,2.6832e-05,-0.004,31.8,43.4
434,2.6836000000000002e-05,-0.004,31.8,43.4
435,2.684e-05,-0.004,31.8,43.4
436,2.6844e-05,-0.004,31.8,43.4
437,2.6848e-05,-0.004,31.8,43.4
438,2.6852e-05,-0.004,31.8,43.4
439,2.6856000000000002e-05,-0.004,31.8,43.4
440,2.686e-05,-0.004,31.8,43.4
441,2.6864e-05,-0.004,31.8,43.4
442,2.6868e-05,-0.004,31.8,43.4
443,2.6872e-05,-0.004,31.8,43.38
444,2.6876e-05,-0.004,31.8,43.379999999999995
445,2.688e-05,-0.004,31.8,43.38
446,2.6884000000000002e-05,-0.004,31.8,43.38
447,2.6888e-05,-0.004,31.8,43.379999999999995
448,2.6892e-05,-0.004,31.8,43.38
449,2.6896e-05,-0.004,31.8,43.379999999999995
450,2.69e-05,-0.004,31.8,43.379999999999995
451,2.6904e-05,-0.004,31.8,43.38
452,2.6908e-05,-0.004,31.8,43.379999999999995
453,2.6912e-05,-0.004,31.8,43.4
454,2.6916e-05,-0.004,31.8,43.4
455,2.692e-05,-0.004,31.8,43.4
456,2.6924000000000002e-05,-0.004,31.8,43.4
457,2.6928e-05,-0.004,31.8,43.38
458,2.6932e-05,-0.004,31.8,43.379999999999995
459,2.6936e-05,-0.004,31.8,43.38
460,2.694e-05,-0.004,31.8,43.379999999999995
461,2.6944e-05,-0.004,31.8,43.379999999999995
462,2.6948e-05,-0.004,31.8,43.36
463,2.6952e-05,-0.004,31.8,43.36
464,2.6956e-05,-0.004,31.8,43.36
465,2.696e-05,-0.004,31.8,43.34
466,2.6964e-05,-0.004,31.8,43.32
467,2.6968e-05,-0.004,31.8,43.32
468,2.6972e-05,-0.004,31.8,43.3
469,2.6976e-05,-0.004,31.8,43.28
470,2.698e-05,-0.004,31.8,43.260000000000005
471,2.6984e-05,-0.004,31.8,43.24
472,2.6988e-05,-0.004,31.8,43.239999999999995
473,2.6992000000000002e-05,-0.004,31.8,43.220000000000006
474,2.6996e-05,-0.004,31.8,43.2
475,2.7e-05,-0.004,31.8,43.2
476,2.7004e-05,-0.004,31.8,43.2
477,2.7008e-05,-0.004,31.8,43.220000000000006
478,2.7012e-05,-0.004,31.8,43.22
479,2.7016e-05,-0.004,31.8,43.22
480,2.7020000000000002e-05,-0.004,31.8,43.220000000000006
481,2.7024e-05,-0.004,31.8,43.220000000000006
482,2.7028e-05,-0.004,31.8,43.22
483,2.7032e-05,-0.004,31.8,43.22
484,2.7036e-05,-0.004,31.8,43.220000000000006
485,2.704e-05,-0.004,31.8,43.220000000000006
486,2.7044e-05,-0.004,31.8,43.22
487,2.7048e-05,-0.004,31.8,43.220000000000006
488,2.7052e-05,-0.004,31.8,43.220000000000006
489,2.7056e-05,-0.004,31.8,43.220000000000006
490,2.7060000000000002e-05,-0.004,31.8,43.22
491,2.7064e-05,-0.004,31.8,43.220000000000006
492,2.7068e-05,-0.004,31.8,43.220000000000006
493,2.7072e-05,-0.004,31.8,43.220000000000006
494,2.7076e-05,-0.004,31.8,43.22
495,2.708e-05,-0.004,31.8,43.24
496,2.7084e-05,-0.004,31.8,43.24
497,2.7088000000000002e-05,-0.004,31.8,43.239999999999995
498,2.7092e-05,-0.004,31.8,43.239999999999995
499,2.7096e-05,-0.004,31.8,43.24
500,2.71e-05,-0.004,31.8,43.24
501,2.7104e-05,-0.004,31.8,43.24
502,2.7108e-05,-0.004,31.8,43.239999999999995
503,2.7112e-05,-0.004,31.8,43.24
504,2.7116e-05,-0.004,31.8,43.24
505,2.712e-05,-0.004,31.8,43.22
506,2.7124e-05,-0.004,31.8,43.220000000000006
507,2.7128000000000002e-05,-0.004,31.8,43.2
508,2.7132e-05,-0.004,31.8,43.2
509,2.7136e-05,-0.004,31.8,43.2
510,2.714e-05,-0.004,31.8,43.2
511,2.7144e-05,-0.004,31.8,43.2
512,2.7148e-05,-0.004,31.8,43.2
513,2.7152e-05,-0.004,31.8,43.2
514,2.7156000000000002e-05,-0.004,31.8,43.2
515,2.716e-05,-0.004,31.8,43.2
516,2.7164e-05,-0.004,31.8,43.2
517,2.7168e-05,-0.004,31.8,43.2
518,2.7172e-05,-0.004,31.8,43.2
519,2.7176e-05,-0.004,31.8,43.2
520,2.718e-05,-0.004,31.8,43.2
521,2.7184e-05,-0.004,31.8,43.2
522,2.7188e-05,-0.004,31.8,43.2
523,2.7192e-05,-0.004,31.8,43.2
524,2.7196000000000002e-05,-0.004,31.8,43.2
525,2.72e-05,-0.004,31.8,43.2
526,2.7204e-05,-0.004,31.8,43.2
527,2.7208e-05,-0.004,31.8,43.2
528,2.7212e-05,-0.004,31.8,43.2
529,2.7216e-05,-0.004,31.8,43.2
530,2.722e-05,-0.004,31.8,43.2
531,2.7224000000000002e-05,-0.004,31.8,43.2
532,2.7228e-05,-0.004,31.8,43.2
533,2.7232e-05,-0.004,31.8,43.2
534,2.7236e-05,-0.004,31.8,43.2
535,2.724e-05,-0.004,31.8,43.2
536,2.7244e-05,-0.004,31.8,43.2
537,2.7248e-05,-0.004,31.8,43.2
538,2.7252e-05,-0.004,31.8,43.2
539,2.7256e-05,-0.004,31.8,43.2
540,2.726e-05,-0.004,31.8,43.2
541,2.7264000000000002e-05,-0.004,31.8,43.2
542,2.7268e-05,-0.004,31.8,43.2
543,2.7272e-05,-0.004,31.8,43.2
544,2.7276e-05,-0.004,31.8,43.2
545,2.728e-05,-0.004,31.8,43.2
546,2.7284e-05,-0.004,31.8,43.2
547,2.7288e-05,-0.004,31.8,43.2
548,2.7292e-05,-0.004,31.8,43.2
549,2.7296e-05,-0.004,31.8,43.2
550,2.73e-05,-0.004,31.8,43.160000000000004
551,2.7304e-05,-0.004,31.8,43.160000000000004
552,2.7308e-05,-0.004,31.8,43.160000000000004
553,2.7312e-05,-0.004,31.8,43.160000000000004
554,2.7316e-05,-0.004,31.8,43.160000000000004
555,2.732e-05,-0.004,31.8,43.160000000000004
556,2.7324e-05,-0.004,31.8,43.160000000000004
557,2.7328e-05,-0.004,31.8,43.160000000000004
558,2.7332000000000002e-05,-0.004,31.8,43.160000000000004
559,2.7336e-05,-0.004,31.8,43.160000000000004
560,2.734e-05,-0.004,31.8,43.2
561,2.7344e-05,-0.004,31.8,43.2
562,2.7348e-05,-0.004,31.8,43.160000000000004
563,2.7352000000000002e-05,-0.004,31.8,43.160000000000004
