,X,CH1,CH2
0,4.53e-05,-0.008,
1,4.5302e-05,-0.008,
2,4.5304000000000005e-05,-0.008,
3,4.5306e-05,0.0,
4,4.5308e-05,-0.008,
5,4.5310000000000005e-05,-0.008,
6,4.5312e-05,-0.008,
7,4.5314e-05,0.0,
8,4.5316000000000005e-05,0.0,
9,4.5318e-05,-0.008,31.880000000000003
10,4.5320000000000007e-05,-0.008,31.880000000000003
11,4.5322000000000004e-05,-0.008,31.880000000000003
12,4.5324e-05,0.0,31.919999999999998
13,4.5326000000000006e-05,0.0,31.879999999999995
14,4.5328000000000004e-05,0.0,31.879999999999995
15,4.533e-05,-0.008,31.839999999999996
16,4.5332000000000006e-05,-0.008,31.8
17,4.5334e-05,-0.008,31.759999999999998
18,4.5336e-05,0.0,31.8
19,4.5338000000000005e-05,0.0,31.839999999999996
20,4.534e-05,-0.008,31.839999999999996
21,4.5342e-05,-0.008,31.8
22,4.5344000000000005e-05,0.0,31.8
23,4.5346e-05,0.0,31.839999999999996
24,4.5348e-05,-0.008,31.839999999999996
25,4.5350000000000005e-05,-0.008,31.840000000000003
26,4.5352e-05,-0.008,31.880000000000003
27,4.5354000000000007e-05,0.0,31.920000000000005
28,4.5356000000000004e-05,-0.008,31.920000000000005
29,4.5358e-05,-0.008,31.880000000000003
30,4.5360000000000006e-05,-0.008,31.880000000000003
31,4.5362000000000004e-05,-0.008,31.919999999999998
32,4.5364e-05,0.0,31.919999999999998
33,4.5366000000000006e-05,0.0,31.880000000000003
34,4.5368e-05,0.0,31.880000000000003
35,4.537e-05,-0.008,31.919999999999998
36,4.5372000000000005e-05,-0.008,31.919999999999998
37,4.5374e-05,-0.008,31.879999999999995
38,4.5376e-05,0.0,31.879999999999995
39,4.5378000000000005e-05,-0.008,31.880000000000003
40,4.538e-05,-0.008,31.880000000000003
41,4.5382e-05,-0.008,31.880000000000003
42,4.5384000000000005e-05,0.0,31.880000000000003
43,4.5386e-05,0.0,31.919999999999998
44,4.5388000000000007e-05,-0.008,31.919999999999998
45,4.5390000000000004e-05,-0.008,31.880000000000003
46,4.5392e-05,-0.008,31.880000000000003
47,4.5394000000000006e-05,0.0,31.920000000000005
48,4.5396000000000004e-05,0.0,31.880000000000003
49,4.5398e-05,0.0,31.919999999999998
50,4.5400000000000006e-05,-0.008,31.880000000000003
51,4.5402000000000003e-05,-0.008,31.840000000000003
52,4.5404e-05,-0.008,31.840000000000003
53,4.5406000000000005e-05,0.0,31.840000000000003
54,4.5408e-05,-0.008,31.840000000000003
55,4.541e-05,-0.008,31.839999999999996
56,4.5412000000000005e-05,-0.008,31.8
57,4.5414e-05,-0.008,31.8
58,4.5416e-05,0.0,31.8
59,4.5418000000000005e-05,0.0,31.76
60,4.542e-05,-0.008,31.76
61,4.5422000000000007e-05,-0.008,31.8
62,4.5424000000000004e-05,-0.008,31.8
63,4.5426e-05,0.0,31.759999999999998
64,4.5428000000000006e-05,-0.008,31.72
65,4.5430000000000004e-05,-0.008,31.720000000000006
66,4.5432e-05,-0.008,31.76
67,4.5434000000000006e-05,-0.008,31.72
68,4.5436000000000003e-05,0.0,31.76
69,4.5438e-05,-0.008,31.8
70,4.5440000000000005e-05,-0.008,31.839999999999996
71,4.5442e-05,-0.008,31.839999999999996
72,4.5444e-05,-0.008,31.839999999999996
73,4.5446000000000005e-05,-0.008,31.840000000000003
74,4.5448e-05,0.0,31.839999999999996
75,4.545e-05,-0.008,31.879999999999995
76,4.5452000000000005e-05,-0.008,31.879999999999995
77,4.5454e-05,-0.008,31.880000000000003
78,4.5456000000000007e-05,-0.008,31.880000000000003
79,4.5458000000000004e-05,0.0,31.880000000000003
80,4.546e-05,0.0,31.880000000000003
81,4.5462000000000006e-05,-0.008,31.880000000000003
82,4.5464000000000004e-05,-0.008,31.880000000000003
83,4.5466e-05,-0.008,31.880000000000003
84,4.5468000000000006e-05,-0.008,31.920000000000005
85,4.5470000000000003e-05,0.0,31.880000000000003
86,4.5472e-05,0.0,31.879999999999995
87,4.5474000000000005e-05,-0.008,31.919999999999998
88,4.5476e-05,-0.008,31.919999999999998
89,4.5478e-05,-0.008,31.919999999999998
90,4.5480000000000005e-05,-0.008,31.919999999999998
91,4.5482e-05,0.0,31.880000000000003
92,4.5484e-05,-0.008,31.880000000000003
93,4.5486000000000005e-05,-0.008,31.880000000000003
94,4.5488e-05,-0.008,31.880000000000003
95,4.549000000000001e-05,-0.008,31.880000000000003
96,4.5492000000000004e-05,0.0,31.880000000000003
97,4.5494e-05,0.0,31.840000000000003
98,4.5496000000000006e-05,-0.008,31.840000000000003
99,4.5498000000000004e-05,-0.008,31.840000000000003
100,4.55e-05,-0.008,31.840000000000003
101,4.5502000000000006e-05,0.0,31.839999999999996
102,4.5504000000000003e-05,0.0,31.839999999999996
103,4.5506e-05,0.0,31.879999999999995
104,4.5508000000000005e-05,-0.008,31.879999999999995
105,4.551e-05,-0.008,31.920000000000005
106,4.5512e-05,0.0,31.920000000000005
107,4.5514000000000005e-05,-0.008,31.96
108,4.5516e-05,-0.008,31.96
109,4.5518e-05,-0.008,31.919999999999998
110,4.5520000000000005e-05,0.0,31.919999999999998
111,4.5522e-05,0.0,31.96
112,4.552400000000001e-05,-0.008,31.920000000000005
113,4.5526000000000004e-05,-0.008,31.920000000000005
114,4.5528e-05,-0.008,31.880000000000003
115,4.5530000000000006e-05,-0.008,31.839999999999996
116,4.5532000000000004e-05,-0.008,31.839999999999996
117,4.5534e-05,-0.008,31.8
118,4.5536000000000006e-05,0.0,31.8
119,4.5538000000000003e-05,-0.008,31.840000000000003
120,4.554e-05,-0.008,31.840000000000003
121,4.5542000000000005e-05,-0.008,31.8
122,4.5544e-05,-0.008,31.839999999999996
123,4.5546e-05,-0.008,31.839999999999996
124,4.5548000000000005e-05,-0.008,31.840000000000003
125,4.555e-05,-0.008,31.839999999999996
126,4.5552e-05,-0.008,31.839999999999996
127,4.5554000000000005e-05,-0.008,31.839999999999996
128,4.5556e-05,-0.008,31.839999999999996
129,4.555800000000001e-05,0.0,31.839999999999996
130,4.5560000000000004e-05,0.0,31.8
131,4.5562e-05,-0.008,31.8
132,4.5564000000000006e-05,-0.008,31.8
133,4.5566000000000004e-05,-0.008,31.8
134,4.5568e-05,0.0,31.839999999999996
135,4.5570000000000006e-05,0.0,31.839999999999996
136,4.5572000000000003e-05,-0.008,31.839999999999996
137,4.5574e-05,-0.008,31.880000000000003
138,4.5576000000000005e-05,-0.008,31.840000000000003
139,4.5578e-05,-0.008,31.840000000000003
140,4.558e-05,0.0,31.880000000000003
141,4.5582000000000005e-05,-0.008,31.880000000000003
142,4.5584e-05,-0.008,31.880000000000003
143,4.5586e-05,-0.008,31.840000000000003
144,4.5588000000000005e-05,0.0,31.840000000000003
145,4.559e-05,0.0,31.839999999999996
146,4.559200000000001e-05,-0.008,31.839999999999996
147,4.5594000000000004e-05,-0.008,31.8
148,4.5596e-05,-0.008,31.839999999999996
149,4.5598000000000006e-05,0.0,31.8
150,4.5600000000000004e-05,0.0,31.8
151,4.5602e-05,-0.008,31.840000000000003
152,4.5604000000000006e-05,-0.008,31.840000000000003
153,4.5606000000000003e-05,-0.008,31.839999999999996
154,4.5608e-05,0.0,31.839999999999996
155,4.5610000000000005e-05,0.0,31.839999999999996
156,4.5612e-05,-0.008,31.839999999999996
157,4.5614e-05,-0.008,31.840000000000003
158,4.5616000000000005e-05,-0.008,31.840000000000003
159,4.5618e-05,0.0,31.839999999999996
160,4.562e-05,0.0,31.8
161,4.5622000000000005e-05,-0.008,31.76
162,4.5624e-05,-0.008,31.76
163,4.562600000000001e-05,-0.008,31.76
164,4.5628000000000004e-05,-0.008,31.76
165,4.563e-05,0.0,31.76
166,4.5632000000000006e-05,-0.008,31.72
167,4.5634000000000004e-05,-0.008,31.759999999999998
168,4.5636e-05,-0.008,31.72
169,4.5638000000000006e-05,0.0,31.76
170,4.5640000000000003e-05,0.0,31.8
171,4.5642e-05,-0.008,31.839999999999996
172,4.5644000000000005e-05,-0.008,31.839999999999996
173,4.5646e-05,-0.008,31.840000000000003
174,4.5648e-05,0.0,31.840000000000003
175,4.5650000000000005e-05,0.0,31.839999999999996
176,4.5652e-05,-0.008,31.840000000000003
177,4.5654e-05,-0.008,31.8
178,4.5656000000000005e-05,-0.008,31.839999999999996
179,4.5658e-05,0.0,31.8
180,4.566000000000001e-05,0.0,31.8
181,4.5662000000000004e-05,-0.008,31.76
182,4.5664e-05,-0.008,31.72
183,4.5666000000000006e-05,-0.008,31.759999999999998
184,4.5668000000000004e-05,-0.008,31.72
185,4.567e-05,0.0,31.720000000000006
186,4.5672000000000006e-05,0.0,31.72
187,4.5674000000000003e-05,-0.008,31.720000000000006
188,4.5676e-05,-0.008,31.720000000000006
189,4.5678000000000005e-05,-0.008,31.720000000000006
