,X,CH1,CH2
725,6.119e-05,-0.016,32.0
726,6.1192e-05,-0.024,32.0
727,6.1194e-05,-0.016,32.0
728,6.1196e-05,-0.024,32.0
729,6.1198e-05,-0.024,32.0
730,6.12e-05,-0.024,32.0
731,6.1202e-05,-0.024,32.0
732,6.1204e-05,-0.024,32.0
733,6.1206e-05,-0.024,32.0
734,6.1208e-05,-0.024,32.0
735,6.121e-05,-0.016,32.0
736,6.1212e-05,-0.024,31.2
737,6.1214e-05,-0.016,31.2
738,6.1216e-05,-0.016,31.2
739,6.1218e-05,-0.016,31.2
740,6.122e-05,-0.016,31.2
741,6.1222e-05,-0.008,30.4
742,6.1224e-05,-0.008,30.4
743,6.1226e-05,0.0,30.4
