,X,CH1,CH2,I
1403,-1.6794e-05,-0.001,24.1,-0.031999999999999945
1404,-1.6791999999999998e-05,-0.003,24.1,-0.03599999999999994
1405,-1.679e-05,-0.005,24.1,-0.04399999999999994
1406,-1.6788e-05,-0.003,24.1,-0.04399999999999994
1407,-1.6785999999999998e-05,-0.001,24.1,-0.039999999999999945
1408,-1.6783999999999997e-05,-0.003,24.1,-0.039999999999999945
1409,-1.6782e-05,-0.003,24.1,-0.04399999999999994
1410,-1.678e-05,-0.001,24.1,-0.04399999999999994
1411,-1.6777999999999998e-05,-0.001,24.1,-0.04399999999999994
1412,-1.6776e-05,-0.003,24.1,-0.047999999999999945
1413,-1.6774e-05,-0.003,24.1,-0.05199999999999995
1414,-1.6771999999999998e-05,-0.003,24.1,-0.05199999999999995
1415,-1.6769999999999997e-05,-0.003,24.1,-0.047999999999999945
1416,-1.6768e-05,-0.003,24.1,-0.047999999999999945
1417,-1.6766e-05,-0.001,24.1,-0.047999999999999945
1418,-1.6763999999999997e-05,-0.003,24.1,-0.047999999999999945
1419,-1.6762e-05,-0.003,24.1,-0.047999999999999945
1420,-1.676e-05,-0.003,24.1,-0.05199999999999995
1421,-1.6757999999999998e-05,-0.003,24.1,-0.05599999999999994
1422,-1.6756e-05,-0.003,24.1,-0.05599999999999994
1423,-1.6754e-05,-0.003,24.3,-0.05599999999999994
1424,-1.6751999999999998e-05,-0.001,24.1,-0.05199999999999995
1425,-1.6749999999999997e-05,-0.001,24.1,-0.047999999999999945
1426,-1.6748e-05,-0.003,24.1,-0.047999999999999945
1427,-1.6746e-05,-0.003,24.1,-0.05199999999999995
1428,-1.6743999999999998e-05,-0.003,24.1,-0.05199999999999995
1429,-1.6742e-05,-0.003,24.1,-0.05199999999999995
1430,-1.674e-05,-0.001,24.1,-0.047999999999999945
1431,-1.6737999999999998e-05,-0.001,24.3,-0.04399999999999994
1432,-1.6735999999999997e-05,-0.003,24.1,-0.04399999999999994
1433,-1.6734e-05,-0.003,24.1,-0.04399999999999994
1434,-1.6732e-05,-0.001,24.1,-0.04399999999999994
1435,-1.6729999999999997e-05,-0.003,24.1,-0.047999999999999945
1436,-1.6728e-05,-0.005,24.1,-0.05199999999999995
1437,-1.6726e-05,-0.003,24.1,-0.05199999999999995
1438,-1.6723999999999998e-05,-0.001,24.1,-0.047999999999999945
1439,-1.6722e-05,-0.003,24.1,-0.047999999999999945
1440,-1.672e-05,-0.003,24.3,-0.05199999999999995
1441,-1.6717999999999998e-05,-0.003,24.1,-0.05599999999999994
1442,-1.6715999999999997e-05,-0.001,24.1,-0.05199999999999995
1443,-1.6714e-05,-0.003,24.1,-0.051999999999999935
1444,-1.6712e-05,-0.003,24.1,-0.05599999999999994
1445,-1.6709999999999998e-05,-0.003,24.1,-0.05599999999999994
1446,-1.6708e-05,-0.001,24.1,-0.047999999999999945
1447,-1.6706e-05,-0.001,24.1,-0.04399999999999994
1448,-1.6703999999999998e-05,-0.001,24.1,-0.04399999999999994
1449,-1.6701999999999997e-05,-0.001,24.1,-0.039999999999999945
1450,-1.67e-05,0.001,24.1,-0.031999999999999945
1451,-1.6698e-05,-0.003,24.1,-0.031999999999999945
1452,-1.6695999999999997e-05,-0.005,24.1,-0.03999999999999994
1453,-1.6694e-05,-0.001,24.1,-0.03599999999999994
1454,-1.6692e-05,-0.003,24.1,-0.03599999999999994
1455,-1.6689999999999998e-05,-0.003,24.1,-0.03599999999999994
1456,-1.6688e-05,-0.001,24.1,-0.03599999999999994
1457,-1.6686e-05,-0.001,23.9,-0.03599999999999994
1458,-1.6683999999999998e-05,-0.001,24.1,-0.03599999999999994
1459,-1.6681999999999997e-05,-0.001,24.1,-0.03599999999999994
1460,-1.668e-05,-0.003,24.1,-0.04399999999999994
1461,-1.6678e-05,-0.003,24.1,-0.04399999999999994
1462,-1.6675999999999998e-05,-0.003,23.9,-0.039999999999999945
1463,-1.6674e-05,-0.001,24.3,-0.03999999999999994
1464,-1.6672e-05,-0.003,24.1,-0.039999999999999945
1465,-1.6669999999999998e-05,-0.001,24.1,-0.03599999999999994
1466,-1.6667999999999997e-05,-0.001,23.9,-0.03599999999999994
1467,-1.6666e-05,-0.001,24.1,-0.03599999999999995
1468,-1.6664e-05,-0.003,24.3,-0.039999999999999945
1469,-1.6661999999999997e-05,-0.003,24.1,-0.04399999999999994
1470,-1.666e-05,-0.001,24.1,-0.03999999999999994
1471,-1.6658e-05,-0.003,24.1,-0.03999999999999994
1472,-1.6655999999999998e-05,-0.003,24.3,-0.03999999999999994
1473,-1.6654e-05,-0.001,24.1,-0.039999999999999945
1474,-1.6652e-05,-0.003,24.1,-0.03999999999999994
1475,-1.6649999999999998e-05,-0.003,24.1,-0.04399999999999994
1476,-1.6647999999999997e-05,-0.003,24.1,-0.047999999999999945
1477,-1.6646e-05,-0.003,24.1,-0.051999999999999935
1478,-1.6644e-05,-0.001,24.1,-0.047999999999999945
1479,-1.6641999999999998e-05,0.001,24.3,-0.039999999999999945
1480,-1.664e-05,-0.003,24.1,-0.04399999999999994
1481,-1.6638e-05,-0.003,24.1,-0.04399999999999994
1482,-1.6635999999999998e-05,-0.003,24.1,-0.04399999999999994
1483,-1.6633999999999997e-05,-0.001,24.1,-0.04399999999999994
1484,-1.6632e-05,-0.005,24.1,-0.047999999999999945
1485,-1.663e-05,-0.003,24.1,-0.047999999999999945
1486,-1.6627999999999997e-05,-0.003,24.1,-0.047999999999999945
1487,-1.6626e-05,-0.003,24.1,-0.047999999999999945
1488,-1.6624e-05,-0.003,24.3,-0.051999999999999935
1489,-1.6621999999999998e-05,-0.003,24.1,-0.05999999999999994
1490,-1.662e-05,-0.001,24.1,-0.05599999999999994
1491,-1.6618e-05,-0.001,24.1,-0.05199999999999995
1492,-1.6615999999999998e-05,-0.003,24.3,-0.05199999999999995
1493,-1.6613999999999997e-05,-0.003,24.1,-0.05599999999999994
1494,-1.6612e-05,-0.001,23.9,-0.047999999999999945
1495,-1.661e-05,-0.003,24.1,-0.047999999999999945
1496,-1.6607999999999998e-05,-0.003,24.1,-0.047999999999999945
1497,-1.6606e-05,-0.003,24.1,-0.047999999999999945
1498,-1.6604e-05,0.001,24.1,-0.03999999999999994
1499,-1.6601999999999998e-05,-0.001,24.1,-0.03599999999999994
1500,-1.6599999999999997e-05,-0.003,24.1,-0.03999999999999994
1501,-1.6598e-05,-0.003,24.1,-0.04399999999999994
1502,-1.6596e-05,-0.001,24.1,-0.039999999999999945
1503,-1.6593999999999997e-05,-0.003,24.3,-0.039999999999999945
1504,-1.6592e-05,-0.003,24.3,-0.04399999999999994
1505,-1.659e-05,-0.001,24.1,-0.03999999999999994
1506,-1.6587999999999998e-05,-0.003,24.1,-0.039999999999999945
1507,-1.6586e-05,-0.003,24.1,-0.039999999999999945
1508,-1.6584e-05,-0.003,24.1,-0.047999999999999945
1509,-1.6581999999999998e-05,-0.003,24.1,-0.05199999999999995
1510,-1.6579999999999997e-05,-0.001,24.1,-0.047999999999999945
1511,-1.6578e-05,-0.003,24.1,-0.047999999999999945
1512,-1.6576e-05,-0.003,24.1,-0.05199999999999995
1513,-1.6573999999999998e-05,-0.003,24.1,-0.05199999999999995
1514,-1.6572e-05,-0.001,24.1,-0.047999999999999945
1515,-1.657e-05,-0.001,24.1,-0.047999999999999945
1516,-1.6567999999999998e-05,-0.003,24.1,-0.047999999999999945
1517,-1.6565999999999997e-05,-0.001,24.1,-0.04399999999999994
1518,-1.6564e-05,-0.001,24.1,-0.039999999999999945
1519,-1.6561999999999998e-05,-0.001,24.1,-0.03599999999999994
1520,-1.6559999999999997e-05,-0.003,24.1,-0.039999999999999945
1521,-1.6558e-05,-0.003,24.1,-0.039999999999999945
1522,-1.6556e-05,-0.001,24.1,-0.03599999999999994
1523,-1.6553999999999998e-05,-0.003,24.1,-0.03599999999999994
1524,-1.6552e-05,-0.005,24.3,-0.04399999999999994
1525,-1.655e-05,-0.003,24.1,-0.047999999999999945
1526,-1.6547999999999998e-05,-0.001,24.1,-0.04399999999999994
1527,-1.6545999999999997e-05,-0.003,24.1,-0.047999999999999945
1528,-1.6544e-05,-0.003,24.1,-0.05199999999999995
1529,-1.6542e-05,-0.003,24.1,-0.05599999999999994
1530,-1.6539999999999997e-05,-0.005,24.1,-0.05999999999999994
1531,-1.6538e-05,-0.001,24.1,-0.05599999999999995
1532,-1.6536e-05,-0.003,24.1,-0.05999999999999994
1533,-1.6533999999999998e-05,-0.003,24.1,-0.05999999999999994
1534,-1.6531999999999997e-05,-0.003,24.1,-0.05599999999999994
1535,-1.653e-05,-0.005,24.3,-0.05999999999999994
1536,-1.6527999999999998e-05,-0.003,24.3,-0.06399999999999993
1537,-1.6525999999999997e-05,-0.003,24.1,-0.06399999999999995
1538,-1.6524e-05,-0.003,24.1,-0.06399999999999993
1539,-1.6522e-05,-0.003,24.1,-0.06399999999999995
1540,-1.6519999999999998e-05,-0.003,24.1,-0.05999999999999994
1541,-1.6518e-05,-0.001,24.1,-0.05999999999999994
1542,-1.6516e-05,-0.001,24.1,-0.05599999999999994
1543,-1.6513999999999998e-05,-0.001,24.3,-0.05199999999999995
1544,-1.6511999999999997e-05,-0.003,24.3,-0.051999999999999935
1545,-1.651e-05,-0.001,24.1,-0.04399999999999994
1546,-1.6508e-05,-0.003,24.1,-0.04399999999999994
1547,-1.6505999999999997e-05,-0.003,24.1,-0.04399999999999994
1548,-1.6504e-05,-0.003,24.1,-0.04399999999999994
1549,-1.6502e-05,-0.003,24.1,-0.04399999999999994
1550,-1.6499999999999998e-05,-0.003,24.1,-0.04399999999999994
1551,-1.6497999999999997e-05,-0.001,24.1,-0.04399999999999994
1552,-1.6496e-05,-0.003,24.3,-0.047999999999999945
1553,-1.6493999999999998e-05,-0.001,24.1,-0.047999999999999945
1554,-1.6491999999999997e-05,-0.001,24.1,-0.04399999999999994
1555,-1.649e-05,-0.001,24.1,-0.04399999999999994
1556,-1.6488e-05,-0.003,24.1,-0.04399999999999994
1557,-1.6485999999999998e-05,-0.003,24.1,-0.04399999999999994
1558,-1.6484e-05,-0.003,24.1,-0.04399999999999994
1559,-1.6482e-05,-0.001,24.1,-0.039999999999999945
1560,-1.6479999999999998e-05,-0.001,24.3,-0.03599999999999994
1561,-1.6477999999999997e-05,-0.003,24.1,-0.039999999999999945
1562,-1.6476e-05,-0.001,24.1,-0.03599999999999994
1563,-1.6474e-05,-0.001,24.1,-0.03599999999999994
1564,-1.6471999999999997e-05,-0.003,24.1,-0.03999999999999994
1565,-1.647e-05,-0.001,24.1,-0.039999999999999945
1566,-1.6468e-05,-0.001,24.1,-0.03599999999999994
1567,-1.6465999999999998e-05,-0.003,24.1,-0.03599999999999994
1568,-1.6463999999999997e-05,-0.003,24.3,-0.03599999999999994
1569,-1.6462e-05,-0.001,24.1,-0.03599999999999994
1570,-1.6459999999999998e-05,-0.001,24.1,-0.03599999999999994
1571,-1.6457999999999997e-05,-0.001,24.1,-0.03199999999999994
1572,-1.6456e-05,-0.003,24.1,-0.03599999999999994
1573,-1.6454e-05,-0.003,24.1,-0.039999999999999945
1574,-1.6451999999999998e-05,-0.003,24.1,-0.039999999999999945
1575,-1.645e-05,-0.003,24.1,-0.04399999999999994
1576,-1.6448e-05,-0.003,24.3,-0.047999999999999945
1577,-1.6445999999999998e-05,-0.001,24.1,-0.04399999999999994
1578,-1.6443999999999997e-05,-0.001,24.1,-0.039999999999999945
1579,-1.6442e-05,-0.003,24.1,-0.04399999999999994
1580,-1.644e-05,-0.003,24.1,-0.047999999999999945
1581,-1.6437999999999997e-05,-0.003,24.1,-0.05199999999999995
1582,-1.6436e-05,-0.003,24.1,-0.051999999999999935
1583,-1.6434e-05,-0.001,24.3,-0.047999999999999945
1584,-1.6431999999999998e-05,-0.001,24.1,-0.04399999999999994
1585,-1.6429999999999997e-05,-0.001,24.1,-0.039999999999999945
1586,-1.6428e-05,-0.001,24.1,-0.03599999999999994
1587,-1.6425999999999998e-05,-0.001,24.1,-0.03599999999999994
1588,-1.6423999999999997e-05,-0.003,24.1,-0.03999999999999994
1589,-1.6422e-05,-0.001,24.1,-0.03599999999999994
1590,-1.642e-05,-0.001,24.1,-0.031999999999999945
1591,-1.6417999999999998e-05,-0.003,24.1,-0.031999999999999945
1592,-1.6416e-05,-0.003,24.3,-0.031999999999999945
1593,-1.6414e-05,-0.003,24.1,-0.03599999999999994
1594,-1.6411999999999998e-05,-0.001,24.1,-0.03599999999999994
1595,-1.6409999999999997e-05,-0.003,24.1,-0.03999999999999994
1596,-1.6408e-05,-0.003,24.1,-0.04399999999999994
1597,-1.6406e-05,-0.003,24.1,-0.047999999999999945
1598,-1.6403999999999997e-05,-0.003,24.1,-0.047999999999999945
1599,-1.6402e-05,-0.001,24.3,-0.047999999999999945
1600,-1.64e-05,-0.001,24.1,-0.047999999999999945
1601,-1.6397999999999998e-05,-0.001,24.1,-0.04399999999999994
1602,-1.6395999999999997e-05,0.001,23.9,-0.03599999999999994
1603,-1.6394e-05,-0.003,24.1,-0.03599999999999994
1604,-1.6391999999999998e-05,-0.005,24.1,-0.04399999999999994
1605,-1.6389999999999997e-05,-0.003,24.1,-0.04399999999999994
1606,-1.6388e-05,-0.001,24.1,-0.039999999999999945
1607,-1.6386e-05,-0.001,24.1,-0.03599999999999994
1608,-1.6383999999999998e-05,-0.003,24.1,-0.03599999999999994
1609,-1.6382e-05,-0.003,24.1,-0.03999999999999994
1610,-1.638e-05,-0.001,24.1,-0.03999999999999994
1611,-1.6377999999999998e-05,-0.001,24.1,-0.039999999999999945
1612,-1.6375999999999997e-05,-0.003,24.1,-0.047999999999999945
1613,-1.6374e-05,-0.003,24.1,-0.047999999999999945
1614,-1.6372e-05,-0.001,23.9,-0.03999999999999994
1615,-1.6369999999999997e-05,-0.003,24.1,-0.039999999999999945
1616,-1.6368e-05,-0.001,24.1,-0.03999999999999994
1617,-1.6366e-05,-0.001,24.1,-0.039999999999999945
1618,-1.6363999999999998e-05,-0.001,24.1,-0.03599999999999995
1619,-1.6361999999999997e-05,-0.003,24.1,-0.03599999999999994
1620,-1.636e-05,-0.003,24.1,-0.039999999999999945
1621,-1.6357999999999998e-05,-0.003,24.1,-0.04399999999999994
1622,-1.6355999999999997e-05,-0.003,24.1,-0.04399999999999994
1623,-1.6354e-05,-0.001,24.1,-0.03999999999999994
1624,-1.6352e-05,-0.001,24.1,-0.039999999999999945
1625,-1.6349999999999998e-05,-0.003,24.1,-0.03999999999999994
1626,-1.6348e-05,-0.001,24.1,-0.039999999999999945
1627,-1.6346e-05,-0.003,24.1,-0.04399999999999994
1628,-1.6343999999999998e-05,-0.003,24.1,-0.047999999999999945
1629,-1.6341999999999997e-05,-0.005,24.1,-0.05199999999999995
1630,-1.634e-05,-0.001,24.1,-0.04799999999999994
1631,-1.6338e-05,-0.003,24.3,-0.047999999999999945
1632,-1.6335999999999997e-05,-0.003,24.3,-0.047999999999999945
1633,-1.6334e-05,-0.001,24.1,-0.047999999999999945
1634,-1.6332e-05,-0.001,24.1,-0.047999999999999945
1635,-1.6329999999999998e-05,-0.001,24.1,-0.04399999999999994
1636,-1.6327999999999997e-05,-0.001,24.1,-0.04399999999999994
1637,-1.6326e-05,-0.003,24.1,-0.04399999999999994
1638,-1.6323999999999998e-05,-0.001,24.1,-0.039999999999999945
1639,-1.6321999999999997e-05,-0.003,24.1,-0.03599999999999994
1640,-1.632e-05,-0.001,24.1,-0.03599999999999995
1641,-1.6318e-05,-0.001,24.1,-0.031999999999999945
1642,-1.6315999999999998e-05,-0.001,24.1,-0.02799999999999995
1643,-1.6314e-05,-0.001,24.1,-0.02799999999999995
1644,-1.6312e-05,-0.003,24.1,-0.031999999999999945
1645,-1.6309999999999998e-05,-0.003,24.1,-0.03599999999999994
1646,-1.6307999999999997e-05,-0.003,24.1,-0.039999999999999945
1647,-1.6306e-05,-0.003,24.1,-0.039999999999999945
1648,-1.6304e-05,-0.003,24.3,-0.04399999999999994
1649,-1.6301999999999997e-05,-0.003,24.1,-0.04399999999999994
1650,-1.63e-05,-0.001,24.1,-0.04399999999999994
1651,-1.6298e-05,-0.003,24.1,-0.047999999999999945
1652,-1.6295999999999998e-05,-0.003,24.1,-0.05199999999999995
1653,-1.6293999999999997e-05,-0.003,24.1,-0.05599999999999994
1654,-1.6292e-05,-0.001,24.1,-0.05199999999999995
1655,-1.6289999999999998e-05,-0.003,24.1,-0.05199999999999995
1656,-1.6287999999999997e-05,-0.001,24.1,-0.047999999999999945
1657,-1.6286e-05,-0.001,24.1,-0.04399999999999994
1658,-1.6284e-05,-0.001,24.1,-0.03999999999999994
1659,-1.6281999999999998e-05,-0.001,24.1,-0.03599999999999994
1660,-1.628e-05,-0.003,24.1,-0.039999999999999945
1661,-1.6278e-05,-0.003,24.1,-0.03999999999999994
1662,-1.6275999999999998e-05,0.001,24.1,-0.03199999999999994
1663,-1.6274e-05,-0.001,24.1,-0.02799999999999995
1664,-1.6272e-05,-0.003,24.1,-0.031999999999999945
1665,-1.627e-05,-0.003,24.1,-0.031999999999999945
1666,-1.6267999999999997e-05,-0.001,24.1,-0.031999999999999945
1667,-1.6266e-05,-0.003,24.1,-0.03599999999999994
1668,-1.6264e-05,-0.003,24.1,-0.039999999999999945
1669,-1.6261999999999998e-05,-0.001,24.1,-0.03999999999999994
1670,-1.6259999999999997e-05,-0.003,24.1,-0.039999999999999945
1671,-1.6258e-05,-0.003,24.1,-0.039999999999999945
1672,-1.6255999999999998e-05,-0.003,24.1,-0.047999999999999945
1673,-1.6253999999999997e-05,-0.003,24.1,-0.05199999999999995
1674,-1.6252e-05,-0.001,24.1,-0.047999999999999945
1675,-1.625e-05,-0.001,24.1,-0.04399999999999994
1676,-1.6247999999999998e-05,-0.001,24.1,-0.04399999999999994
1677,-1.6246e-05,-0.005,24.1,-0.047999999999999945
1678,-1.6244e-05,-0.003,24.1,-0.047999999999999945
1679,-1.6241999999999998e-05,-0.001,24.3,-0.047999999999999945
1680,-1.624e-05,-0.003,24.1,-0.047999999999999945
1681,-1.6238e-05,-0.001,24.1,-0.04399999999999994
1682,-1.6236e-05,-0.001,24.1,-0.039999999999999945
1683,-1.6233999999999997e-05,-0.001,24.1,-0.03599999999999994
1684,-1.6232e-05,-0.005,24.1,-0.04399999999999994
1685,-1.623e-05,-0.003,24.1,-0.047999999999999945
1686,-1.6227999999999998e-05,-0.003,24.1,-0.051999999999999935
1687,-1.6225999999999997e-05,-0.003,24.1,-0.047999999999999945
1688,-1.6224e-05,-0.001,24.1,-0.04399999999999994
1689,-1.6221999999999998e-05,-0.001,24.1,-0.04399999999999994
1690,-1.6219999999999997e-05,0.001,24.1,-0.03599999999999994
1691,-1.6218e-05,-0.003,24.1,-0.039999999999999945
1692,-1.6216e-05,-0.003,24.3,-0.04399999999999994
1693,-1.6213999999999998e-05,-0.003,24.1,-0.047999999999999945
1694,-1.6212e-05,-0.003,24.1,-0.04399999999999994
1695,-1.621e-05,-0.001,24.1,-0.03999999999999994
1696,-1.6207999999999998e-05,-0.001,24.1,-0.03599999999999994
1697,-1.6206e-05,-0.001,24.1,-0.031999999999999945
1698,-1.6204e-05,-0.001,24.1,-0.031999999999999945
1699,-1.6202e-05,-0.001,24.1,-0.031999999999999945
1700,-1.6199999999999997e-05,-0.003,24.1,-0.039999999999999945
1701,-1.6198e-05,-0.003,24.1,-0.03999999999999994
1702,-1.6196e-05,-0.001,24.1,-0.03599999999999994
1703,-1.6193999999999998e-05,-0.001,24.1,-0.031999999999999945
1704,-1.6191999999999997e-05,-0.003,24.1,-0.031999999999999945
1705,-1.619e-05,-0.003,24.1,-0.03599999999999994
1706,-1.6187999999999998e-05,-0.001,24.1,-0.03599999999999994
1707,-1.6185999999999997e-05,-0.003,24.1,-0.03999999999999994
1708,-1.6184e-05,-0.003,24.1,-0.04399999999999994
1709,-1.6182e-05,-0.003,24.1,-0.047999999999999945
1710,-1.6179999999999998e-05,-0.003,24.1,-0.047999999999999945
1711,-1.6178e-05,-0.003,24.1,-0.047999999999999945
1712,-1.6176e-05,-0.001,24.3,-0.047999999999999945
1713,-1.6173999999999998e-05,-0.001,24.1,-0.047999999999999945
1714,-1.6172e-05,0.001,24.1,-0.039999999999999945
1715,-1.617e-05,-0.001,24.1,-0.03599999999999994
1716,-1.6168e-05,-0.005,24.1,-0.04399999999999994
1717,-1.6165999999999997e-05,-0.005,24.1,-0.047999999999999945
1718,-1.6164e-05,-0.001,24.1,-0.04399999999999994
1719,-1.6162e-05,-0.003,24.1,-0.04399999999999994
1720,-1.6159999999999998e-05,-0.003,24.1,-0.04399999999999994
1721,-1.6157999999999997e-05,-0.001,24.1,-0.03999999999999994
1722,-1.6156e-05,0.001,23.9,-0.03599999999999994
1723,-1.6153999999999998e-05,-0.001,24.1,-0.03599999999999994
1724,-1.6151999999999997e-05,-0.005,24.1,-0.047999999999999945
1725,-1.615e-05,-0.003,24.1,-0.05199999999999995
1726,-1.6148e-05,-0.003,24.1,-0.047999999999999945
1727,-1.6145999999999998e-05,-0.003,24.3,-0.04399999999999994
1728,-1.6144e-05,-0.003,24.3,-0.047999999999999945
1729,-1.6142e-05,-0.001,24.1,-0.04399999999999994
1730,-1.6139999999999998e-05,-0.001,24.1,-0.039999999999999945
1731,-1.6138e-05,-0.001,24.1,-0.039999999999999945
1732,-1.6136e-05,-0.003,24.1,-0.047999999999999945
1733,-1.6134e-05,-0.003,24.1,-0.05199999999999995
1734,-1.6131999999999997e-05,-0.001,24.1,-0.04399999999999994
1735,-1.613e-05,-0.001,24.1,-0.039999999999999945
1736,-1.6128e-05,-0.001,24.1,-0.03599999999999994
1737,-1.6125999999999998e-05,-0.001,24.1,-0.031999999999999945
1738,-1.6123999999999997e-05,-0.001,24.1,-0.02799999999999995
1739,-1.6122e-05,-0.001,24.1,-0.02799999999999995
1740,-1.6119999999999998e-05,-0.003,24.3,-0.031999999999999945
1741,-1.6117999999999997e-05,-0.003,24.1,-0.03599999999999994
1742,-1.6116e-05,-0.001,24.1,-0.031999999999999945
1743,-1.6114e-05,-0.001,24.3,-0.02799999999999995
1744,-1.6111999999999998e-05,-0.003,24.1,-0.031999999999999945
1745,-1.611e-05,-0.001,24.1,-0.031999999999999945
1746,-1.6108e-05,-0.001,24.1,-0.03199999999999994
1747,-1.6105999999999998e-05,-0.001,24.1,-0.031999999999999945
1748,-1.6104e-05,-0.005,24.3,-0.03999999999999994
1749,-1.6102e-05,-0.005,24.1,-0.047999999999999945
1750,-1.61e-05,-0.003,24.1,-0.047999999999999945
1751,-1.6097999999999997e-05,-0.003,24.3,-0.047999999999999945
1752,-1.6096e-05,-0.001,24.1,-0.047999999999999945
1753,-1.6094e-05,-0.003,24.1,-0.05199999999999995
1754,-1.6091999999999998e-05,-0.001,24.1,-0.047999999999999945
1755,-1.6089999999999997e-05,-0.001,24.1,-0.047999999999999945
1756,-1.6088e-05,-0.003,24.1,-0.05199999999999995
1757,-1.6085999999999998e-05,-0.003,24.1,-0.05599999999999994
1758,-1.6083999999999997e-05,-0.003,24.1,-0.05199999999999995
1759,-1.6082e-05,-0.003,24.1,-0.047999999999999945
1760,-1.608e-05,-0.003,24.1,-0.047999999999999945
1761,-1.6077999999999998e-05,-0.003,24.1,-0.047999999999999945
1762,-1.6076e-05,-0.001,24.1,-0.047999999999999945
1763,-1.6074e-05,-0.001,24.3,-0.04399999999999994
1764,-1.6071999999999998e-05,-0.003,24.1,-0.047999999999999945
1765,-1.607e-05,-0.003,24.1,-0.051999999999999935
1766,-1.6068e-05,-0.001,24.1,-0.047999999999999945
1767,-1.6065999999999998e-05,-0.001,24.1,-0.04399999999999994
1768,-1.6063999999999997e-05,-0.003,24.3,-0.04399999999999994
1769,-1.6062e-05,-0.001,24.1,-0.03999999999999994
1770,-1.606e-05,-0.001,24.1,-0.03599999999999994
1771,-1.6057999999999998e-05,-0.001,24.1,-0.03199999999999994
1772,-1.6055999999999997e-05,-0.003,24.1,-0.03599999999999994
1773,-1.6054e-05,-0.003,24.1,-0.039999999999999945
1774,-1.6051999999999998e-05,-0.001,24.1,-0.03599999999999994
1775,-1.6049999999999997e-05,-0.001,24.1,-0.031999999999999945
1776,-1.6048e-05,-0.003,24.3,-0.03599999999999994
1777,-1.6046e-05,-0.001,24.1,-0.03599999999999995
1778,-1.6043999999999997e-05,-0.003,24.1,-0.03599999999999994
1779,-1.6042e-05,-0.001,24.1,-0.03599999999999994
1780,-1.604e-05,-0.003,24.1,-0.03999999999999994
1781,-1.6037999999999998e-05,-0.003,24.1,-0.04399999999999994
1782,-1.6036e-05,-0.003,24.1,-0.04399999999999994
1783,-1.6034e-05,-0.001,24.1,-0.039999999999999945
1784,-1.6031999999999998e-05,-0.005,24.1,-0.047999999999999945
1785,-1.6029999999999997e-05,-0.003,24.1,-0.05199999999999995
1786,-1.6028e-05,0.001,24.1,-0.04399999999999994
1787,-1.6026e-05,-0.001,24.1,-0.04399999999999994
1788,-1.6023999999999998e-05,-0.003,24.1,-0.04399999999999994
1789,-1.6021999999999997e-05,-0.003,24.1,-0.047999999999999945
1790,-1.602e-05,-0.001,24.1,-0.04399999999999994
1791,-1.6017999999999998e-05,-0.001,24.3,-0.039999999999999945
1792,-1.6015999999999997e-05,-0.003,24.1,-0.039999999999999945
1793,-1.6014e-05,-0.001,24.1,-0.03999999999999994
1794,-1.6012e-05,-0.003,23.9,-0.03599999999999994
1795,-1.6009999999999997e-05,-0.003,24.1,-0.03599999999999994
1796,-1.6008e-05,-0.003,24.1,-0.04399999999999994
1797,-1.6006e-05,-0.003,24.1,-0.047999999999999945
1798,-1.6003999999999998e-05,-0.001,24.1,-0.04399999999999994
1799,-1.6002e-05,-0.001,24.3,-0.039999999999999945
1800,-1.6e-05,-0.003,24.1,-0.04399999999999994
1801,-1.5997999999999998e-05,-0.001,24.1,-0.04399999999999994
1802,-1.5995999999999997e-05,-0.001,24.1,-0.03999999999999994
1803,-1.5994e-05,-0.003,24.1,-0.04399999999999994
1804,-1.5992e-05,-0.003,24.1,-0.04399999999999994
1805,-1.5989999999999998e-05,-0.003,24.1,-0.04399999999999994
1806,-1.5987999999999997e-05,-0.003,24.1,-0.04399999999999994
1807,-1.5986e-05,-0.001,24.3,-0.039999999999999945
1808,-1.5983999999999998e-05,-0.001,24.3,-0.03999999999999994
1809,-1.5981999999999997e-05,-0.001,24.1,-0.03999999999999994
1810,-1.598e-05,-0.001,24.1,-0.03599999999999994
1811,-1.5978e-05,-0.003,24.1,-0.039999999999999945
1812,-1.5975999999999997e-05,-0.007,24.1,-0.051999999999999935
1813,-1.5974e-05,-0.003,24.1,-0.051999999999999935
1814,-1.5972e-05,-0.001,24.1,-0.047999999999999945
1815,-1.5969999999999998e-05,-0.003,24.1,-0.047999999999999945
1816,-1.5968e-05,-0.003,24.1,-0.047999999999999945
1817,-1.5966e-05,-0.003,24.1,-0.051999999999999935
1818,-1.5963999999999998e-05,-0.003,24.1,-0.05599999999999994
1819,-1.5961999999999997e-05,-0.001,24.1,-0.05599999999999994
1820,-1.596e-05,-0.003,24.1,-0.05999999999999994
1821,-1.5958e-05,-0.003,24.1,-0.05999999999999994
1822,-1.5955999999999998e-05,-0.001,24.1,-0.047999999999999945
1823,-1.5953999999999997e-05,-0.001,24.1,-0.04399999999999994
1824,-1.5952e-05,-0.003,24.1,-0.047999999999999945
1825,-1.5949999999999998e-05,-0.001,24.1,-0.04399999999999994
1826,-1.5947999999999997e-05,-0.001,24.1,-0.03999999999999994
1827,-1.5946e-05,-0.003,24.1,-0.03999999999999994
1828,-1.5944e-05,-0.005,24.3,-0.04399999999999994
1829,-1.5941999999999997e-05,-0.003,24.1,-0.047999999999999945
1830,-1.594e-05,-0.001,24.1,-0.04399999999999994
