,X,CH1,CH2
0,-2.42e-05,,
1,-2.4197999999999998e-05,,
2,-2.4196e-05,,
3,-2.4194e-05,,
4,-2.4191999999999998e-05,,
5,-2.4189999999999997e-05,,
6,-2.4188e-05,,
7,-2.4186e-05,,
8,-2.4183999999999997e-05,,
9,-2.4182e-05,-0.27999999999999997,-0.14001305000000003
10,-2.418e-05,-0.26,-0.14001305000000003
11,-2.4177999999999998e-05,-0.25999999999999995,-0.1600087
12,-2.4176e-05,-0.27999999999999997,-0.14001305000000003
13,-2.4174e-05,-0.27999999999999997,-0.12001740000000001
14,-2.4171999999999998e-05,-0.26,-0.12001740000000001
15,-2.4169999999999997e-05,-0.25999999999999995,-0.14001305000000003
16,-2.4168e-05,-0.26,-0.14001305000000003
17,-2.4166e-05,-0.25999999999999995,-0.12001740000000001
18,-2.4163999999999998e-05,-0.26,-0.12001740000000001
19,-2.4162e-05,-0.26,-0.14001305
20,-2.416e-05,-0.27999999999999997,-0.12001740000000001
21,-2.4157999999999998e-05,-0.28,-0.10002174999999999
22,-2.4155999999999997e-05,-0.26,-0.10002174999999999
23,-2.4154e-05,-0.26,-0.12001740000000001
24,-2.4152e-05,-0.27999999999999997,-0.12001740000000001
25,-2.4149999999999997e-05,-0.28,-0.10002174999999999
26,-2.4148e-05,-0.26,-0.08002610000000002
27,-2.4146e-05,-0.26,-0.10002175000000002
28,-2.4143999999999998e-05,-0.25999999999999995,-0.0800261
29,-2.4142e-05,-0.26,-0.06003045
30,-2.414e-05,-0.24000000000000005,-0.06003045
31,-2.4137999999999998e-05,-0.24,-0.08002610000000002
32,-2.4135999999999997e-05,-0.25999999999999995,-0.10002175000000002
33,-2.4134e-05,-0.26,-0.0800261
34,-2.4132e-05,-0.24000000000000005,-0.06003045
35,-2.4129999999999998e-05,-0.25999999999999995,-0.08002610000000002
36,-2.4128e-05,-0.27999999999999997,-0.0800261
37,-2.4126e-05,-0.27999999999999997,-0.06003045
38,-2.4123999999999998e-05,-0.28,-0.08002610000000002
39,-2.4121999999999997e-05,-0.27999999999999997,-0.10002174999999999
40,-2.412e-05,-0.29999999999999993,-0.10002175000000002
41,-2.4118e-05,-0.3,-0.0800261
