,X,CH1,CH2
0,1.15e-05,-0.002,19.8
1,1.1502e-05,-0.006,20.2
2,1.1504e-05,-0.006,19.8
3,1.1506e-05,-0.006,20.2
4,1.1508e-05,-0.006,20.2
5,1.151e-05,-0.002,20.2
6,1.1512e-05,-0.002,20.2
7,1.1514e-05,-0.006,20.2
8,1.1516e-05,-0.006,20.2
9,1.1518e-05,-0.006,20.6
10,1.152e-05,-0.006,20.2
11,1.1522e-05,-0.006,20.6
12,1.1524e-05,-0.006,20.6
13,1.1526e-05,-0.006,20.6
14,1.1528e-05,-0.006,20.6
15,1.153e-05,-0.006,20.6
16,1.1532e-05,-0.002,20.6
17,1.1534e-05,-0.006,20.6
18,1.1536e-05,-0.006,20.6
19,1.1538e-05,-0.006,20.6
20,1.154e-05,-0.006,20.6
21,1.1542e-05,-0.006,21.0
22,1.1544e-05,-0.006,20.6
23,1.1546e-05,-0.006,21.0
24,1.1548e-05,-0.006,21.0
25,1.155e-05,-0.006,21.0
26,1.1552e-05,-0.006,21.0
27,1.1554e-05,-0.006,21.0
28,1.1556e-05,-0.006,21.0
29,1.1558e-05,-0.006,21.0
30,1.156e-05,-0.01,21.0
31,1.1562e-05,-0.01,21.0
32,1.1564e-05,-0.002,21.0
33,1.1566e-05,-0.006,21.4
34,1.1568e-05,-0.006,21.0
35,1.157e-05,-0.01,21.0
36,1.1572e-05,-0.01,21.4
37,1.1574e-05,-0.006,21.4
38,1.1576e-05,-0.006,21.4
39,1.1578e-05,-0.01,21.4
40,1.158e-05,-0.006,21.4
41,1.1582e-05,-0.006,21.4
42,1.1584e-05,-0.006,21.4
43,1.1586e-05,-0.006,21.4
44,1.1588e-05,-0.006,21.4
45,1.159e-05,-0.006,21.4
46,1.1592e-05,-0.006,21.4
47,1.1594e-05,-0.01,21.4
48,1.1596e-05,-0.006,21.4
49,1.1598e-05,-0.002,21.8
50,1.16e-05,-0.006,21.4
51,1.1602e-05,-0.006,21.4
52,1.1604e-05,-0.006,21.4
53,1.1606e-05,-0.006,21.4
54,1.1608e-05,-0.006,21.4
55,1.161e-05,-0.01,21.8
56,1.1612e-05,-0.006,21.4
57,1.1614e-05,-0.006,21.8
58,1.1616e-05,-0.006,21.4
59,1.1618e-05,-0.01,21.4
60,1.162e-05,-0.006,21.4
61,1.1622e-05,-0.006,21.8
62,1.1624e-05,-0.006,21.8
63,1.1626e-05,-0.006,21.8
64,1.1628e-05,-0.006,21.4
65,1.163e-05,-0.006,21.8
66,1.1632e-05,-0.006,21.4
67,1.1634e-05,-0.006,21.8
68,1.1636e-05,-0.006,21.8
69,1.1638e-05,-0.01,21.8
70,1.164e-05,-0.006,21.8
71,1.1642e-05,-0.006,21.8
72,1.1644e-05,-0.006,21.8
73,1.1646e-05,-0.006,21.8
74,1.1648e-05,-0.01,21.8
75,1.165e-05,-0.01,21.8
76,1.1652e-05,-0.006,21.8
77,1.1654e-05,-0.006,21.8
78,1.1656e-05,-0.006,21.8
79,1.1658e-05,-0.01,21.8
80,1.166e-05,-0.006,21.4
81,1.1662e-05,-0.006,21.8
82,1.1664e-05,-0.006,21.4
83,1.1666e-05,-0.006,21.8
84,1.1668e-05,-0.006,21.8
85,1.167e-05,-0.01,21.8
86,1.1672e-05,-0.01,21.4
87,1.1674e-05,-0.01,21.4
88,1.1676e-05,-0.002,21.4
89,1.1678e-05,-0.006,21.4
90,1.168e-05,-0.01,21.4
91,1.1682e-05,-0.01,21.4
92,1.1684e-05,-0.006,21.4
93,1.1686e-05,-0.006,21.4
94,1.1688e-05,-0.006,21.4
95,1.169e-05,-0.006,21.4
96,1.1692e-05,-0.006,21.4
97,1.1694e-05,-0.006,21.4
98,1.1696e-05,-0.006,21.4
99,1.1698e-05,-0.006,21.4
100,1.17e-05,-0.006,21.4
101,1.1702e-05,-0.006,21.4
102,1.1704e-05,-0.006,21.4
103,1.1706e-05,-0.006,21.4
104,1.1708e-05,-0.006,21.4
105,1.171e-05,-0.006,21.4
106,1.1712e-05,-0.006,21.0
107,1.1714e-05,-0.006,21.0
108,1.1716e-05,-0.006,21.0
109,1.1718e-05,-0.01,21.4
110,1.172e-05,-0.006,21.0
111,1.1722e-05,-0.006,21.0
112,1.1724e-05,-0.006,21.0
113,1.1726e-05,-0.01,21.0
114,1.1728e-05,-0.01,21.0
115,1.173e-05,-0.01,21.0
116,1.1732e-05,-0.006,21.0
117,1.1734e-05,-0.006,21.0
118,1.1736e-05,-0.01,21.0
119,1.1738e-05,-0.01,21.0
120,1.174e-05,-0.006,21.0
121,1.1742e-05,-0.006,21.0
122,1.1744e-05,-0.006,20.6
123,1.1746e-05,-0.01,21.0
124,1.1748e-05,-0.01,20.6
125,1.175e-05,-0.01,21.0
126,1.1752e-05,-0.006,20.6
127,1.1754e-05,-0.01,20.6
128,1.1756e-05,-0.006,20.6
